Declined Noun	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
abyssus:gensg	f,2,gen,sg	m,2,gen,pl	m,3,gen,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
abyssus:nomsg	f,2,nom,sg	m,2,nom,pl	m,2,nom,pl	m,2,nom,pl	m,2,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
acetum:accpl	n,2,acc,pl	f,1,acc,pl	f,1,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acetum:nompl	n,2,nom,pl	f,1,acc,pl	f,1,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acetum:accsg	n,2,acc,sg	n,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acetum:genpl	n,2,gen,pl	m,3,gen,pl	m,3,acc,pl	f,1,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acetum:gensg	n,2,gen,sg	m,2,gen,pl	m,3,acc,pl	f,1,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acetum:nomsg	n,2,nom,sg	n,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acus:accpl	f,4,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acus:nompl	f,4,nom,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acus:accsg	f,4,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acus:genpl	f,4,gen,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acus:gensg	f,4,gen,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
acus:nomsg	f,4,nom,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
ador:accpl	n,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg
ador:nompl	n,3,nom,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg
ador:accsg	n,3,acc,sg	m,3,nom,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg
ador:genpl	n,3,gen,pl	f,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg
ador:gensg	n,3,gen,sg	m,3,gen,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg
ador:nomsg	n,3,nom,sg	m,3,nom,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,3,acc,sg
adulter:accpl	m,2,acc,pl	n,3,nom,sg	m,2,nom,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
adulter:nompl	m,2,nom,pl	m,2,nom,sg	m,2,nom,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
adulter:accsg	m,2,acc,sg	n,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
adulter:genpl	m,2,gen,pl	f,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
adulter:gensg	m,2,gen,sg	m,2,nom,sg	m,2,nom,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
adulter:nomsg	m,2,nom,sg	m,2,nom,sg	m,2,nom,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
adulter2:accpl	f,2,acc,pl	f,1,acc,pl	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,2,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:nompl	f,2,nom,pl	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,2,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:accsg	f,2,acc,sg	n,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,2,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:genpl	f,2,gen,pl	f,1,acc,pl	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,2,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:gensg	f,2,gen,sg	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,2,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adulter2:nomsg	f,2,nom,sg	f,1,nom,pl	f,1,nom,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,2,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg	f,1,acc,sg
adustio:accpl	f,3,acc,pl	f,3,acc,pl	f,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl
adustio:nompl	f,3,nom,pl	f,3,acc,pl	f,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl
adustio:accsg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl
adustio:genpl	f,3,gen,pl	f,3,acc,pl	f,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl
adustio:gensg	f,3,gen,sg	m,3,gen,sg	f,3,acc,pl	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl
adustio:nomsg	f,3,nom,sg	f,1,gen,pl	f,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,pl
advena:accpl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl
advena:nompl	f,1,nom,pl	m,1,nom,pl	m,1,nom,pl	f,1,nom,pl	f,1,nom,pl	m,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl
advena:accsg	f,1,acc,sg	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl
advena:genpl	f,1,gen,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl
advena:gensg	f,1,gen,sg	m,1,nom,pl	m,1,nom,pl	f,1,nom,pl	f,1,nom,pl	m,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl
advena:nomsg	f,1,nom,sg	f,1,nom,pl	m,1,nom,pl	f,1,nom,pl	f,1,nom,pl	m,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl	f,1,acc,pl
aer:accpl	m,3,acc,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg
aer:nompl	m,3,nom,pl	m,3,nom,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg
aer:accsg	m,3,acc,sg	m,3,acc,sg	f,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg
aer:genpl	m,3,gen,pl	f,3,acc,sg	f,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg
aer:gensg	m,3,gen,sg	f,3,nom,sg	f,3,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg
aer:nomsg	m,3,nom,sg	f,3,acc,sg	f,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg
aestas:accpl	f,3,acc,pl	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,1,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aestas:nompl	f,3,nom,pl	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,1,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aestas:accsg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,1,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aestas:genpl	f,3,gen,pl	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,1,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aestas:gensg	f,3,gen,sg	f,3,gen,sg	m,3,acc,pl	f,3,acc,pl	f,1,acc,pl	m,3,acc,pl	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aestas:nomsg	f,3,nom,sg	f,1,acc,sg	f,3,acc,sg	f,3,acc,sg	f,1,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,sg	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aestus:accpl	m,4,acc,pl	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
aestus:nompl	m,4,nom,pl	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
aestus:accsg	m,4,acc,sg	n,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
aestus:genpl	m,4,gen,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
aestus:gensg	m,4,gen,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
aestus:nomsg	m,4,nom,sg	m,3,acc,pl	m,3,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg	m,2,acc,sg
aetas:accpl	f,3,acc,pl	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aetas:nompl	f,3,nom,pl	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aetas:accsg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
aetas:genpl	f,3,gen,pl	f,3,acc,sg	f,3,acc,sg	f,3,acc,sg	f,3,acc,pl	f,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl	m,3,acc,pl
